url,Value,Contact_value,Address_value,Number,Description,Website,email
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Chandrika Jewellers",NULL,"Patel Chowk",05946-251845,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Darshan Lal & Sons",NULL,"Bartan Bazar",05946-250028,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Deep Jewellers",NULL,"Patel Chowk",05946-250408,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Jai Guru Jewellers",NULL,"Opp. Saras Marketing Centre, Nainital Road",05946-250269,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Jai Sai Jewellers",NULL,"Sahukara Line",05946-255883,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Jain Jewellers",NULL,"Patel Chouk, Haldwani","05946-324574, 255448","Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Jeevan Lal Verma",NULL,"Bartan Bazar",05946-250433,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Krishna Jewellers",NULL,"Opp. Civil Hospital",05946-251100,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Kumaon Abhushan",NULL,"Bartan Bazar",05946-250025,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Kumaon Jewellers",NULL,"Near Soban Singh Jeena Hospital",05946-255237,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?page=2&cat=Jewellers&subcat=,"Mahalaxmi Jewellers",NULL,"Patel Chowk",05946-250462,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?page=2&cat=Jewellers&subcat=,"Modern Jewellers",NULL,"Nainital Road",05946-220495,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?page=2&cat=Jewellers&subcat=,"Shree Shyam Jewellers",NULL,"Patel Chowk",05946-250412,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?page=2&cat=Jewellers&subcat=,"Shri Guru Jewellers",NULL,"Jai Guru Plaza",05946-250075,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?page=2&cat=Jewellers&subcat=,"Sona Chandi",NULL,"Sharda Market, Nainital Road",05946-250155,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Arora Optical Center",NULL,"Nainital Road",9359411843,"All Types of Spectical",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Bhagwati Optical",NULL,"Kaladhungi Chouraha",9412419517,NULL,NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Bharat Optical Center",NULL,"Kaladhungi Road",05946-254818,"All Types of Spectical",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Friends Opticals",NULL,"Near Kapil Complex, Mukhani","94,124,040,419,410,400,000","All kinds of goggles & sight spectacles",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Jaya Optical",NULL,"Durga City Center",05946-280777,"All Types of Spectical",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Mahendra Emporium",NULL,"Kaladhungi Road",05946-250016,"All Types of Spectical",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Maya Optical Center",NULL,"Kaladhungi Road",05946-225428,"All Types of Spectical",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Om Optical",NULL,"Durga City Center",9897912558,NULL,NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Pandey Optical Center",NULL,"Opp. Base Hospital",05946-251357,"All Types of Spectical",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Perfect Vision Optical Center",NULL,Mukhani,05946-222925,"All Types of Spectical",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?page=2&cat=Optical&subcat=,"S. A. Optical",NULL,"Jama Majjat",9837215019,NULL,NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?page=2&cat=Optical&subcat=,"S. A. Optical",NULL,"Jama Majjat",9837215019,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"Banbulpura Rajkiya Chikitsalay",NULL,"Line No-17. Haldwani.",-9411118609,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"Bhatt Skin allergy & General Hospital",NULL,"Saundarya Beauty Clinic & Medi-spa, Durga Nagar near whitehall school, kaladhungi road Unchapul haldwani","8193869851, 05946-260615",NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"Bombay Hospital & Research Centre",NULL,"Near Sourab Hotel, Nainital Road","05946-284949, 9917466074",NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"Brijlal Hospital",NULL,"Anandi Tower, Teri pulia, nainital road","05946-284816,9927688888",NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"City Hospital",NULL,"Teen Pani Haldwani",05946-327835,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"Krishna Hospital & Research Centre",NULL,"Near Degree College, Subhas Nagar, Tandi Sadak","05946-222426, 282623",NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"Ladies Civil Hospital",NULL,"Kaladhungi Crossing, Bareilly Road",05946-255210,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"MEHROTRA EYE HOSPITAL (Phaco Eye Surgeon,Glaucoma Management, Squint & Ptosis Surgry)",NULL,"Nababi Road Haldwani","05946-221183, 9837236771 (Dr. RN Mehrotra, Dr. Nitin Mehrotra)",NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"MOD Innovative Care (Skin Care & Hair Fixing Centre)",NULL,"1st Floor Guru Teg Bahadur Market Tikonia Haldwani Uttarakhand","9837638547, 05946- 325831",NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"Naina Eye Hospital",NULL,"Pal Complex, Bareilly Road.",9410171482,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?page=2&cat=Hospitals&subcat=,"Sai Hospital",NULL,"Near Mukhani Chauraha, Kaladhungi Road",05946-263323,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?page=2&cat=Hospitals&subcat=,"Sitapur Eye Hospital",NULL,"Near Bank Of Baroda, Nainital Road",05946-220209,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?page=2&cat=Hospitals&subcat=,"Soban Singh Jeena Base Hospital",NULL,"Near Roadways Bus Stand, Nainital Road",05946-251088,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?page=2&cat=Hospitals&subcat=,"Sri Ram Hospital",NULL,"Tikonia, Nainital Road",05946-282751,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?page=2&cat=Hospitals&subcat=,"Sushila Tewari Forest Hospital & Research Centre",NULL,"Rampur Road",05946-234104,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?page=2&cat=Hospitals&subcat=,"Veterinary Hospital",NULL,"near Union Bank, Kaladhungi Road",05946-221014,NULL,NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"Agarwal""s Dental Care Centre - Multi Speciality Dental Centre",NULL,"5-30, Canal Road, Tikonia, Near Quantum Coaching Institute Haldwani",9759622000,"Dr. Mrs. Sarita Agarwal - Ex. Resid. DeenDayal Upadhyay Hospital - Delhi",NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"Backpain, Neckpain & Paralysis Clinic",NULL,"Sai Hospital Mukhani","9412040900, 05946-260570","Dr. Jayanta Ghoshal",NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"Brite Dental Care (Family Dentistry)",NULL,"Nawabi Road, Haldwani Uttarakhand","95,683,840,019,568,300,000","(Dr. Divya Rawat - Dental Surgeon)",NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"Dr. Danish Khan Wellness Clinics",NULL,"Near Nainital Bank, Pilikoti, Kaladhungi road, Haldwani.Uttarakhand","9917781515, 9997958786","Provides Advance Physiotherapy, Slimming & Beauty Solutions",NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"FUTELA CLINIC",NULL,"Rampur Road Haldwani","9084596225, 9837023952","Bone & Joint Replacement Centre",NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"Homeopathic Clinic",NULL,"Indra Complex, Kusumkhera Haldwani Uttarakhand",9335029974,"(Dr.Hariom Solanki) Physician, Chronic cases,Quit Alcohol & Smoking",NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"Mehrotra Nursing Home",NULL,"Nawabi Road Haldwani Nainital",05946-221183,"Nursing Home & maternity Centre",NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"MOD Innovative Care",NULL,"1st Floor Guru Teg Bahadur Market Tikonia Haldwani Uttarakhand","9837638547, 05946-325831","Skin Care & Hair Fixing Centre",NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"Sanskar Clinic",NULL,"Malti Devi Complex, opp. Kurmanchal Nagar Sahkari Bank, Mukhani Chouraha, Kaladhungi Road Haldwani Uttarakhand","05946-210950, 9927125056,7409918303","Audiologist, Speechpathologist, Therapist, Physiotherapist, Rehabilitation, Occupational Therapist",NULL,NULL
http://haldwanicity.com/doctors-haldwani.php?cat=Doctor,"Anil Kumar Pande (Pandey Physiotherapy Centre)",NULL,"Malti Devi Mall, Opp. Kurmanchal Bank, Mukhani Chauraha Kaladhungi Road, Haldwani","9456138581, 9411854828","Physiotherapy for all conditions-Home Visit by Appointment",NULL,NULL
http://haldwanicity.com/doctors-haldwani.php?cat=Doctor,"Dr. Danish Khan Wellness Clinics",NULL,"Near Nainital Bank, Pilikoti, Kaladhungi road, Haldwani.Uttarakhand","9917781515, 9997958786","Provides Advance Physiotherapy, Slimming & Beauty Solutions",NULL,NULL
http://haldwanicity.com/doctors-haldwani.php?cat=Doctor,"Dr. J,S. khurana",NULL,"Behind Amarpali Hotel, Haldwani",05946-222426,"Ortropaedic & Arthroplastic, Artroscopy Surgeon",NULL,NULL
http://haldwanicity.com/doctors-haldwani.php?cat=Doctor,"Dr. Jayanta Ghoshal",NULL,"D 2/8 Durga Nagar Lohariyasuyal Mall Unchapul Haldwani","9412040900, 05946-260570","Backpain, Neckpain & Paralysis",NULL,NULL
http://haldwanicity.com/doctors-haldwani.php?cat=Doctor,"Dr. Krishna Sah",NULL,"Shri Ram Hospital, Civil Lines, Tikonia.",05946-224422,Obstetrician,NULL,NULL
http://haldwanicity.com/doctors-haldwani.php?cat=Doctor,"Dr. Mrs R,K Khurana",NULL,"Guru Nanak Pura, Haldwani.",05946-222426,"OBS and Gynae, Lapro Surgery.",NULL,NULL
http://haldwanicity.com/doctors-haldwani.php?cat=Doctor,"Dr. Naveen Kandpal",NULL,"Base Hospital, Haldwani",9719216009,"ENT and Nero Surgeon.",NULL,NULL
http://haldwanicity.com/doctors-haldwani.php?cat=Doctor,"Dr. R.A Kadiya",NULL,"Base Hospital, Haldwani",05946-223851,"M.D , Physician.",NULL,NULL
http://haldwanicity.com/doctors-haldwani.php?cat=Doctor,"Dr. S.K.Mishra",NULL,"Near Saurabh Hotel, Avas Vikas Road, Haldwani","05946-284949, 09412085566","Orthopaedic Surgeon",NULL,NULL
http://haldwanicity.com/doctors-haldwani.php?cat=Doctor,"Dr. Sanjay Kumar Juyal",NULL,"Krishna Hospital & Research Center",05946-222426,"M.B.B.S ,MS, Urologic Surgery Cancer",NULL,NULL
http://haldwanicity.com/doctors-haldwani.php?page=2&cat=Doctor&subcat=,"Dr. Savitri singh",NULL,"Female Hospital, Haldwani",05946-255108,"Mother & child delivery services, Maternity",NULL,NULL
http://haldwanicity.com/doctors-haldwani.php?page=2&cat=Doctor&subcat=,"Dr. Savitri singh",NULL,"Female Hospital, Haldwani",05946-255108,"Mother & child delivery services, Maternity",NULL,NULL
http://haldwanicity.com/health-haldwani.php?cat=Health%20Club,"Prime Figure",NULL,"Railway Bazar",9837345525,NULL,NULL,NULL
http://haldwanicity.com/health-haldwani.php?cat=Health%20Club,"Slimmling Centre",NULL,"Gurunanak pura",9412310536,NULL,NULL,NULL
http://haldwanicity.com/diagnostic-haldwani.php?cat=Diagnostic%20Center,"Chandan Diagnostic Center",NULL,"Near Amrapali Hotel, Nainital Road, Haldwani",9235400975,NULL,NULL,NULL
http://haldwanicity.com/diagnostic-haldwani.php?cat=Diagnostic%20Center,"Haldwani Diagnostic Center",NULL,"Opp. Base Hospital, Nainital Road",05946-255012,NULL,NULL,NULL
http://haldwanicity.com/diagnostic-haldwani.php?cat=Diagnostic%20Center,"Jeevan Deep Diagnostic Center",NULL,"opp. PAC, Nainital Road","05946- 242341",NULL,NULL,NULL
http://haldwanicity.com/diagnostic-haldwani.php?cat=Diagnostic%20Center,"Kumaon Diagnostic Center",NULL,"Church Compound",05946-266112,NULL,NULL,NULL
http://haldwanicity.com/diagnostic-haldwani.php?cat=Diagnostic%20Center,"Tirupati X - Ray Diagnostic Center",NULL,"Durga City Center",05946-309916,NULL,NULL,NULL
http://haldwanicity.com/pathology-haldwani.php?cat=Pathology%20Center,"Dr. Lal Pathlab Pvt Ltd.",NULL,Mukhani,05946-282249,NULL,NULL,NULL
http://haldwanicity.com/pathology-haldwani.php?cat=Pathology%20Center,"Pathology Clinic",NULL,"Kaladhungi Road, Haldwani",05946-224066,NULL,NULL,NULL
http://haldwanicity.com/pathology-haldwani.php?cat=Pathology%20Center,"Pathology Clinic (Dr. Nisha Joshi)",NULL,"Near Union Bank, Kaladhungi Road.","Info. not available",NULL,NULL,NULL
http://haldwanicity.com/pathology-haldwani.php?cat=Pathology%20Center,"R.L. Memorial Pathology Center",NULL,"Near Bhotia Parao Post Office, Nainital Road.",05946-254892,NULL,NULL,NULL
http://haldwanicity.com/chemists-haldwani.php?cat=Chemists,"Agarwal Enterprises",NULL,"Khan Market Haldwani.",05946-252881,NULL,NULL,NULL
http://haldwanicity.com/chemists-haldwani.php?cat=Chemists,"Agrawal Store",NULL,"Sadar Bazar, Haldwani.",05946-251084,NULL,NULL,NULL
http://haldwanicity.com/chemists-haldwani.php?cat=Chemists,"Bhagwati Medical Store",NULL,"Kaladhungi Road",05946-260508,NULL,NULL,NULL
http://haldwanicity.com/chemists-haldwani.php?cat=Chemists,"Bharat Medicos",NULL,"Kaladhungi Road",05946-221740,NULL,NULL,NULL
http://haldwanicity.com/chemists-haldwani.php?cat=Chemists,"Bhasin Medical Store",NULL,"Patel Chowk",05946-250162,NULL,NULL,NULL
http://haldwanicity.com/chemists-haldwani.php?cat=Chemists,"Bhog Ayurvedic Store",NULL,"Railway Bazar",05946-250514,NULL,NULL,NULL
http://haldwanicity.com/chemists-haldwani.php?cat=Chemists,"Consul Medical Store",NULL,"Kaladhungi Chauraha",05946-254176,NULL,NULL,NULL
http://haldwanicity.com/chemists-haldwani.php?cat=Chemists,"Emergency Medical Store",NULL,"Azad Nagar",05946-220096,NULL,NULL,NULL
http://haldwanicity.com/chemists-haldwani.php?cat=Chemists,"Good Will Medicos",NULL,"Jail Road",9897155875,NULL,NULL,NULL
http://haldwanicity.com/chemists-haldwani.php?cat=Chemists,"Himani Sales",NULL,"Near PNB, Nainital Road",05946-223742,NULL,NULL,NULL
http://haldwanicity.com/ambulance-haldwani.php?cat=Ambulance,"Haldwani; Haldwani; Soban Singh Jeena",NULL,NULL,"102; 108; 05946-251088",NULL,NULL,NULL
http://haldwanicity.com/ambulance-haldwani.php?cat=Ambulance,Haldwani,NULL,NULL,102,NULL,NULL,NULL
http://haldwanicity.com/ambulance-haldwani.php?cat=Ambulance,Haldwani,NULL,NULL,108,NULL,NULL,NULL
http://haldwanicity.com/ambulance-haldwani.php?cat=Ambulance,"Soban Singh Jeena",NULL,NULL,05946-251088,NULL,NULL,NULL
http://haldwanicity.com/fire-brigade-haldwani.php?cat=Fire%20Brigade,"Nainital Road Haldwani; Haldwani",NULL,NULL,"05946-266121; 101",NULL,NULL,NULL
http://haldwanicity.com/fire-brigade-haldwani.php?cat=Fire%20Brigade,"Nainital Road Haldwani",NULL,NULL,05946-266121,NULL,NULL,NULL
http://haldwanicity.com/fire-brigade-haldwani.php?cat=Fire%20Brigade,Haldwani,NULL,NULL,101,NULL,NULL,NULL
http://haldwanicity.com/police-haldwani.php?cat=Police,"A.S.P., Haldwani",NULL,NULL,05946-221538,NULL,NULL,NULL
http://haldwanicity.com/police-haldwani.php?cat=Police,"Chowki, Bhotia Parao",NULL,NULL,05946-282869,NULL,NULL,NULL
http://haldwanicity.com/police-haldwani.php?cat=Police,"Control Office Haldwani",NULL,NULL,05946-220797,NULL,NULL,NULL
http://haldwanicity.com/police-haldwani.php?cat=Police,"I.G. Kumaon",NULL,NULL,05946-221010,NULL,NULL,NULL
http://haldwanicity.com/police-haldwani.php?cat=Police,"Chowki, Banphoolpura",NULL,NULL,"05946-254163, 05946-220052, 09411112757",NULL,NULL,NULL
http://haldwanicity.com/police-haldwani.php?cat=Police,"Station, Kathgodam.",NULL,NULL,05946-288744,NULL,NULL,NULL
http://haldwanicity.com/police-haldwani.php?cat=Police,"Inspector, Haldwani",NULL,NULL,"05946-220052, 09411112757",NULL,NULL,NULL
http://haldwanicity.com/police-haldwani.php?cat=Police,"Chowki Lamachaur.",NULL,NULL,05946-238661,NULL,NULL,NULL
http://haldwanicity.com/police-haldwani.php?cat=Police,"Chowki, Mangal Parao",NULL,NULL,05946-220062,NULL,NULL,NULL
http://haldwanicity.com/police-haldwani.php?cat=Police,"Chowki, Mukhani",NULL,NULL,05946-254163,NULL,NULL,NULL
http://haldwanicity.com/banquet-haldwani.php?cat=Banquet%20Halls,"Prem Chunariya Banquet Hall & Party Lawns",NULL,"In front of Negi Niwas, Teen Pani, Bareilly Road Haldwani Uttarakhand","9412403598, 7500719784","For Inquiry Call @ 9412403598, 7500719784",NULL,NULL
http://haldwanicity.com/banquet-haldwani.php?cat=Banquet%20Halls,"SANGAM Marriage Palace",NULL,"Near D.A.V. School, Himmatpur Malla, Kamaluaganga Road, Kusumkhera Haldwani - Nainital Uttarakhand",9837466386,"Banquet Hall & Party Lawn - Inquiry Call 9837466386",NULL,NULL
http://haldwanicity.com/banquet-haldwani.php?cat=Banquet%20Halls,"Shri Hari Kripa Garden & Banquet",NULL,"Himmatpur Malla, Kamaluaganga Road, Haldwani","+91-9319912975, +91-9411792359","Inquiry @ +91-9319912975, +91-9411792359, +91-9557008081",NULL,NULL
http://haldwanicity.com/banquet-haldwani.php?cat=Banquet%20Halls,"Tirupati Banquet Hall",NULL,"Near Panchakki Chouraha Haldwani Uttarakhand","9412084751, 9319909759","Banquet Hall & Party Lawn - For Inquiry Call 9412084751",NULL,NULL
http://haldwanicity.com/banquet-haldwani.php?cat=Banquet%20Halls,"Utthan Manch",NULL,"Heera Nagar Haldwani Uttarakhand",05946-254825,NULL,NULL,NULL
http://haldwanicity.com/pmedia-haldwani.php?cat=p%20media,"SHIVAM PRINTERS & STATIONERS (All Kinds of Designing & Printings)",NULL,"Near Bhartiya Bal Bidhya Mandir,Mukhani, Kaladhungi Road,Haldwani","9719212111, 9690543535, 7895360100",NULL,NULL,NULL
http://haldwanicity.com/pmedia-haldwani.php?cat=p%20media,"SHIVAM PRINTERS & STATIONERS (All Kinds of Designing & Printings)",NULL,"Near Bhartiya Bal Bidhya Mandir,Mukhani, Kaladhungi Road,Haldwani","9719212111, 9690543535, 7895360100",NULL,NULL,NULL
http://haldwanicity.com/photo-haldwani.php?cat=Photo,"G K Digital Photoworld",NULL,"Near Sijwali Friends Towar, kaladhungi Road, Mukhani Haldwani Haldwani, Uttarakhand","05946 221 630","Digital Photo Studios in Haldwani,enlargement of photos , digital album, photo framing",NULL,NULL
http://haldwanicity.com/photo-haldwani.php?cat=Photo,"G K Digital Photoworld",NULL,"Near Sijwali Friends Towar, kaladhungi Road, Mukhani Haldwani Haldwani, Uttarakhand","05946 221 630","Digital Photo Studios in Haldwani,enlargement of photos , digital album, photo framing",NULL,NULL
http://haldwanicity.com/bparlor-haldwani.php?cat=Beauty%20Parlor,"Alisha Beauty Parlor",NULL,"Near Degree College, Nainital Road",05946-223296,NULL,NULL,NULL
http://haldwanicity.com/bparlor-haldwani.php?cat=Beauty%20Parlor,"Apsara Beauty Parlor",NULL,"Heera Nagar",05946-226400,NULL,NULL,NULL
http://haldwanicity.com/bparlor-haldwani.php?cat=Beauty%20Parlor,"Cozy Beauty Parlor",NULL,"Mukhani Chouraha",9837119243,NULL,NULL,NULL
http://haldwanicity.com/bparlor-haldwani.php?cat=Beauty%20Parlor,"Miss India Beauty Parlor",NULL,"opp. ladies hospital",05946-238083,NULL,NULL,NULL
http://haldwanicity.com/bparlor-haldwani.php?cat=Beauty%20Parlor,"Pioneer Beauty Parlor",NULL,"Durga city centre",05946-314406,NULL,NULL,NULL
http://haldwanicity.com/bparlor-haldwani.php?cat=Beauty%20Parlor,"Prachi Beauty Parlor",NULL,"church compound",05946-224974,NULL,NULL,NULL
http://haldwanicity.com/bparlor-haldwani.php?cat=Beauty%20Parlor,"Tip Top Beauty Parlor",NULL,"Naya Bazar",05946-250607,NULL,NULL,NULL
http://haldwanicity.com/courier-haldwani.php?cat=Courier%20Service,"Blaze Flash",NULL,"Natraj Office Kaladhungi Road","05946-321579 ,05946-254396",NULL,NULL,NULL
http://haldwanicity.com/courier-haldwani.php?cat=Courier%20Service,"D T C H",NULL,"Kaladgungi Road",05946-254806,NULL,NULL,NULL
http://haldwanicity.com/courier-haldwani.php?cat=Courier%20Service,"D T D C",NULL,"Khan Chand Market",05946-221904,NULL,NULL,NULL
http://haldwanicity.com/courier-haldwani.php?cat=Courier%20Service,"Desk To Desk Courier Service",NULL,"Khan Chand Market",05946-221904,NULL,NULL,NULL
http://haldwanicity.com/courier-haldwani.php?cat=Courier%20Service,"First Flight",NULL,"Multi Service Agency Tikonia Road",05946-251539,NULL,NULL,NULL
http://haldwanicity.com/courier-haldwani.php?cat=Courier%20Service,"Harsh Courier Service",NULL,Mukhani,05946-263742,NULL,NULL,NULL
http://haldwanicity.com/courier-haldwani.php?cat=Courier%20Service,"Overnite Express Ltd.",NULL,"Near Sharda Hotel",05946-250513,NULL,NULL,NULL
http://haldwanicity.com/courier-haldwani.php?cat=Courier%20Service,"Pafex Courier",NULL,"Khan chand Market Nainital Road",05946-223385,NULL,NULL,NULL
http://haldwanicity.com/courier-haldwani.php?cat=Courier%20Service,"Track On",NULL,"Munna Market",05946-254335,NULL,NULL,NULL
http://haldwanicity.com/courier-haldwani.php?cat=Courier%20Service,"World Pack Courier Service",NULL,"Jail Road",05946-254497,NULL,NULL,NULL
http://haldwanicity.com/cinema-haldwani.php?cat=Cinema%20Halls,"Laxmi Takies",NULL,"Near Mangal Parao haldwani",05946-220011,"Show Start from 12 Noon, 3 pm, 6 pm, 9 pm",NULL,NULL
http://haldwanicity.com/cinema-haldwani.php?cat=Cinema%20Halls,"Naheed Cinema",NULL,"Railway Bazar Haldwani",05946-251310,"Show Start from 12 Noon, 3 pm, 6 pm, 9 pm",NULL,NULL
http://haldwanicity.com/cinema-haldwani.php?cat=Cinema%20Halls,"Prem Cinema",NULL,"Near Roadways Bus Stand Haldwani",05946-250157,"Show Start from 12 Noon, 3 pm, 6 pm, 9 pm",NULL,NULL
http://haldwanicity.com/cinema-haldwani.php?cat=Cinema%20Halls,"Sargam Cinema",NULL,"Rampur Road Haldwani",9837556573,"Show Start from 12 Noon, 3 pm, 6 pm, 9 pm",NULL,NULL
http://haldwanicity.com/cinema-haldwani.php?cat=Cinema%20Halls,Walkway,NULL,"NH-87 , Nainital Road, Haldwani - 263139","05946 285522","01:45 PM, 03:20 PM, 09:20 PM 01:20 PM 11:00 AM, 07:45 PM, 10:00 PM 10:45 AM, 04:45 PM 6:20 PM",NULL,NULL
http://haldwanicity.com/cybercafe-haldwani.php?cat=Cyber%20Cafe,"Ajay Friend's Forever Cyber Cafe",NULL,Goraparow,9719748863,NULL,NULL,NULL
http://haldwanicity.com/cybercafe-haldwani.php?cat=Cyber%20Cafe,"ARORA Cyber Cafe",NULL,"Near Ashoka Bar ,Mukhani Chouraha",9634580577,NULL,NULL,NULL
http://haldwanicity.com/cybercafe-haldwani.php?cat=Cyber%20Cafe,"Cyber City",NULL,"Nawabi Road",05946-224841,NULL,NULL,NULL
http://haldwanicity.com/cybercafe-haldwani.php?cat=Cyber%20Cafe,"Preet Cyber Cafe",NULL,"Choti Mukhani",9359425307,NULL,NULL,NULL
http://haldwanicity.com/motor-driving-haldwani.php?cat=Motor%20Driving,"Best Motor Driving Training School",NULL,"Pilikoti, Kaladhungi Road Haldwani","9410940186, 8954678930","Best Car & Four Wheeler driving training school in haldwani uttarakhand",NULL,NULL
http://haldwanicity.com/motor-driving-haldwani.php?cat=Motor%20Driving,"Jai Durga Motor Driving School",NULL,Kusumkhera,9917903997,NULL,NULL,NULL
http://haldwanicity.com/motor-driving-haldwani.php?cat=Motor%20Driving,"Motor Driving Training School",NULL,"Bhatt Colony Talli Bamori Haldwani","05946-309965, 9412327196","Car driving training school in haldwani",NULL,NULL
